date,open,high,low,close,volume,factor,vwap
2018-01-02,80899.4982,81471.155,80718.7412,81403.4286,757538568.0,1.0,13.52019217587876
2018-01-03,81409.5411,82154.0164,81008.7476,82006.2381,915788944.0,1.0,13.200243395818939
2018-01-04,81908.748,82022.7075,81861.2254,82022.7075,813229555.0,1.0,14.048267441534389
2018-01-05,81924.2758,82731.8399,81924.2758,82105.5672,757111128.0,1.0,13.950574677063788
2018-01-08,82054.3091,82520.3127,80852.2799,81993.6044,765092436.0,1.0,15.111787786645952
2018-01-09,81981.4967,82132.1142,81835.2283,82132.1142,756177525.0,1.0,14.336441221259518
2018-01-10,82097.6537,82133.0575,80790.9866,80980.3351,811465023.0,1.0,13.634825477869057
2018-01-11,80777.2136,82021.495,80299.8865,81993.755,784025196.0,1.0,14.487601773451168
2018-01-12,81848.1252,82616.5077,81353.8949,81766.1753,792084826.0,1.0,14.711191790966085
2018-01-15,81495.4777,81834.8575,79091.105,79352.9968,984159291.0,1.0,13.815675911756443
2018-01-16,79142.874,80733.638,79110.9789,80291.2562,766923461.0,1.0,14.692007107603661
2018-01-17,80230.1095,80919.9794,80230.1095,80833.8452,827257931.0,1.0,14.679475596348196
2018-01-18,80655.8691,81184.6449,80517.8699,81105.2144,749107878.0,1.0,13.311982776931895
2018-01-19,81048.0273,81543.718,80302.246,80955.0955,823364187.0,1.0,13.621609910997988
2018-01-22,80660.343,81283.4694,80123.9756,81005.3314,804445116.0,1.0,14.036214249326116
2018-01-23,80817.3114,81580.9448,80527.8813,81327.9214,746591081.0,1.0,14.76835539641278
2018-01-24,81201.46,82169.8838,81201.46,82002.4438,837251398.0,1.0,14.883159120147566
2018-01-25,81868.7336,81947.2199,81322.8285,81745.567,1010757405.0000001,1.0,13.772784894907595
2018-01-26,81454.5913,82338.9073,81098.6834,81185.2292,748823726.0,1.0,13.588655763292415
2018-01-29,81031.7446,81733.5133,79512.8511,80201.7063,783670582.0,1.0,13.846917313530087
2018-01-30,80068.7302,80655.9592,79767.0598,80317.2465,705426478.0,1.0,13.344601448317055
2018-01-31,79780.1815,80167.0369,77210.3713,77316.753,1117673736.0,1.0,11.447033743307001
2018-02-01,77045.1553,77635.7939,72855.6439,73228.526,1161196816.0,1.0,10.676369904893022
2018-02-02,72554.9629,73464.7897,70907.1139,71807.4935,970374309.0,1.0,9.468140061816085
2018-02-05,70634.0999,70999.5374,70634.0999,70919.4708,710051106.0,1.0,9.843785920389791
2018-02-06,69543.8792,70762.3416,65590.6065,65871.1737,1055212892.0,1.0,9.747370931476452
2018-02-07,67153.2599,68582.7218,65211.6459,66800.759,903845992.0,1.0,10.336743076468718
2018-02-08,66549.1137,68150.851,66146.0716,68037.5256,721920043.0,1.0,11.20419506069871
2018-02-09,66174.4714,66889.5536,64669.8558,66003.2329,880763325.0,1.0,9.803882728654715
2018-02-12,66465.156,68003.81,66328.9202,68003.81,729339290.0,1.0,10.231073469249134
2018-02-13,68290.4011,68538.886,67383.7608,67724.7772,716092978.0,1.0,10.253466205613316
2018-02-14,67682.2369,67961.8326,66970.8679,67744.8217,520749276.99999994,1.0,10.14129502094345
2018-02-22,68265.9053,69015.208,68265.9053,68898.8993,555696726.0,1.0,11.477394434028032
2018-02-23,68870.8142,69566.4712,68383.0613,69371.0186,665108016.0,1.0,11.2505880999636
2018-02-26,69816.0455,71503.7169,69673.6091,71445.6325,886738464.0,1.0,11.528529589080733
2018-02-27,71344.4788,72150.3161,71303.2494,71927.6979,885564583.0,1.0,12.132376425446996
2018-02-28,71418.9783,71798.7075,70601.4171,71761.9135,773899138.0,1.0,11.363024195537998
2018-03-01,71396.3869,73225.8223,71396.3869,73086.4459,921005821.0000001,1.0,11.568329110484523
2018-03-02,72604.4343,73208.8621,72425.2081,72709.523,821494641.0,1.0,11.658736724491913
2018-03-05,72751.8328,73699.0564,72532.9593,73488.2937,731022123.0,1.0,11.966389367398119
2018-03-06,73560.5831,74786.8611,73394.1063,74342.3132,918692777.0,1.0,12.256173414978313
2018-03-07,74283.4035,74283.4035,74126.4515,74236.6723,881131991.0,1.0,11.686905520605482
2018-03-08,74141.2201,75642.2712,74141.2201,75642.2712,961352081.0,1.0,13.073968308183233
2018-03-09,75649.3533,77271.0405,75545.2537,77271.0405,1248987341.0,1.0,12.139063609612677
2018-03-12,77478.6015,79258.309,77319.4322,78532.1601,1342561408.0,1.0,12.033708606347785
2018-03-13,78464.903,78763.3828,77521.8364,78340.8478,1337927164.0,1.0,11.257914746994404
2018-03-14,78065.3643,78650.775,76939.8396,77520.0951,1097822956.0,1.0,11.50027890289443
2018-03-15,77017.7946,77676.4186,74698.9353,76109.3312,1072365927.0,1.0,12.128492954252547
2018-03-16,76079.4725,76789.0668,75714.452,76582.2913,917514908.0,1.0,11.729352380179527
2018-03-19,76562.8298,78034.0636,76515.1166,77515.2803,887061840.0,1.0,12.958270214847705
2018-03-20,76929.8454,78554.4289,76558.3972,78545.4714,1100467360.0,1.0,12.06597634117926
2018-03-21,78746.9458,79234.0107,78277.3544,78650.7338,1203158979.0,1.0,12.942007134370561
2018-03-22,78583.7462,79846.0364,78300.3133,79542.9392,1176436411.0,1.0,13.056522865475982
2018-03-23,77416.6233,78023.2146,72530.0405,74364.4678,1735582860.0000002,1.0,11.057756879438184
2018-03-26,72856.6452,75373.9284,71860.6935,75373.9284,1160273451.0,1.0,11.050893381167263
2018-03-27,75921.3468,78359.0934,75900.2037,77890.3296,1351909933.0,1.0,11.4863117364195
2018-03-28,76933.2891,78552.0563,76933.2891,78242.8375,1165881534.0,1.0,12.637639048497014
2018-03-29,78561.804,79924.5156,78458.0414,79611.4633,1201403271.0,1.0,12.581594769105635
2018-03-30,79880.4411,81272.6973,79880.4411,80973.8311,1319456547.0,1.0,12.914181508093272
2018-04-02,81094.7016,82019.2971,81094.7016,81428.4016,1515786707.0,1.0,12.458174083987398
2018-04-03,80263.271,81312.9522,79496.5283,81127.2754,1416208361.0,1.0,12.264295783238918
2018-04-04,81410.0799,81811.5452,80261.9794,81203.7454,1404160267.0,1.0,12.811094404795602
2018-04-09,80563.8216,81933.2237,79634.8328,81743.024,1256861192.0,1.0,12.677695223165106
2018-04-10,81600.4402,81915.8968,81365.2603,81618.359,1414951501.0,1.0,12.162921497900866
2018-04-11,81714.0225,83192.4633,81369.7569,82880.8251,1377782823.0,1.0,12.760133212954129
2018-04-12,82756.1404,83021.573,81739.1079,82732.7297,1371370668.0,1.0,12.521842322210146
2018-04-13,82882.3269,83962.7306,82314.8019,82358.1664,1157042641.0,1.0,12.082138587319358
2018-04-16,81918.5347,82275.456,80917.5275,80986.9998,1111001594.0,1.0,11.051260615923113
2018-04-17,81051.6986,81936.3967,78656.2689,78828.1059,1116976016.0,1.0,10.892005294409115
2018-04-18,79279.8006,80296.9397,79279.8006,79712.7013,1096023816.0,1.0,10.859077682669625
2018-04-19,79483.5017,79930.6765,79315.4893,79794.2363,955084200.0,1.0,11.151001011219744
2018-04-20,79334.1167,80147.8882,76730.787,77320.8914,1001443594.0,1.0,11.034271501865536
2018-04-23,77076.8281,77076.8281,76839.5481,77023.6325,864279794.0,1.0,10.538858438243206
2018-04-24,77077.0748,79518.4077,77016.8272,79247.993,943796759.0,1.0,11.868959130426513
2018-04-25,78944.8658,80477.9146,78562.7814,80024.4928,1082585976.0,1.0,11.22368050147363
2018-04-26,79895.659,80236.6062,77987.8273,78269.2462,1069358289.0,1.0,11.305263618712175
2018-04-27,78383.7234,78944.3034,77986.4689,78354.4743,952795936.0,1.0,10.978583120236987
2018-05-02,78324.3627,78915.8836,77214.3879,77543.4777,912234077.0,1.0,10.806147828217998
2018-05-03,77370.7653,78832.0847,76770.537,78798.954,990817569.9999999,1.0,11.442447896841395
2018-05-04,78660.7855,79410.1582,77887.0647,79106.4573,970686728.9999999,1.0,11.847173033721369
2018-05-07,79183.8612,80968.6587,79029.5075,80808.7702,1124605501.0,1.0,12.52638571256642
2018-05-08,80917.4096,82128.5715,80874.8723,81908.1256,1352807296.0,1.0,11.949172012744674
2018-05-09,81843.0682,83099.5319,81267.2481,82614.5635,1314204546.0,1.0,11.979705136402716
2018-05-10,82712.5462,83676.3701,82367.041,83615.647,1335013656.0,1.0,12.411424067110817
2018-05-11,83601.506,84291.9317,81607.5604,82165.2597,1260329194.0,1.0,12.109516848976522
2018-05-14,81834.089,82000.2148,80704.5742,81502.0699,1054674948.0,1.0,11.824045639510155
2018-05-15,81442.2623,83059.3313,80931.9656,82940.8154,1126700282.0,1.0,12.014334988867962
2018-05-16,82608.8102,82912.9658,82213.8315,82437.5223,1225065849.0,1.0,11.278080432393148
2018-05-17,82344.1103,83329.6123,81877.3083,82822.6041,1110801246.0,1.0,12.13653928508467
2018-05-18,82767.1255,83682.4406,82483.2782,83308.8785,1194260907.0,1.0,11.695851767506612
2018-05-21,83558.1905,84524.1175,83240.1084,84524.1175,1296515623.0,1.0,11.964742124823589
2018-05-22,84534.8197,85418.9858,84279.9762,85210.437,1401383344.0,1.0,12.024197791521633
2018-05-23,85039.5293,85954.6509,84125.4971,84341.1718,1346749194.0,1.0,11.9345525444584
2018-05-24,84269.0032,84555.0338,84111.9763,84555.0338,1146513318.0,1.0,11.746809852582977
2018-05-25,84441.3769,84893.8227,83422.0674,84291.7042,1244942845.0,1.0,12.432857196749461
2018-05-28,84203.1344,84385.536,83074.2326,83481.2365,1102643921.0,1.0,11.576393890081583
2018-05-29,83212.2186,84032.7836,82716.4626,82964.3493,1210740102.0,1.0,11.724051748638619
2018-05-30,81689.8557,81868.6463,77795.7501,78576.2305,1649791879.0,1.0,10.375310781851653
2018-05-31,79100.5103,80276.2235,78173.2719,80276.2235,1242107165.0,1.0,10.880254651779582
2018-06-01,79948.9071,80046.401,79148.2279,79696.9629,1217759381.0,1.0,10.977501613678802
2018-06-04,79832.9655,79832.9655,75512.5964,79545.623,942708015.0,1.0,10.878347544334817
2018-06-05,79536.2851,80914.0449,76581.1477,80914.0449,1002440341.0,1.0,11.541103841111278
2018-06-06,80843.1957,81299.6219,78108.3107,81299.6219,930478169.9999999,1.0,11.899774263376862
2018-06-07,81350.5916,81350.5916,79844.7493,80213.4579,984822611.9999999,1.0,11.660189622047389
2018-06-08,79982.2242,79982.2242,76113.5815,79219.673,987297102.9999999,1.0,10.481945959888025
2018-06-11,78932.6845,78932.6845,77466.3898,78857.2718,820932482.0,1.0,11.026036572396219
